method,model,case_id,rounds,total_time_minutes,per_round_minutes,logs_path
GCG,phi_3_mini_128k_instruct,6,500.0,51.407,0.103,/data2/zwh/HarmBench/results_full_50/GCG/phi_3_mini_128k_instruct/test_cases/test_cases_individual_behaviors/advbench_subset_6/logs.json
GCG,phi_3_mini_128k_instruct,7,500.0,32.152,0.064,/data2/zwh/HarmBench/results_full_50/GCG/phi_3_mini_128k_instruct/test_cases/test_cases_individual_behaviors/advbench_subset_7/logs.json
GCG,phi_3_mini_128k_instruct,8,500.0,32.61,0.065,/data2/zwh/HarmBench/results_full_50/GCG/phi_3_mini_128k_instruct/test_cases/test_cases_individual_behaviors/advbench_subset_8/logs.json
GCG,phi_3_mini_128k_instruct,9,500.0,33.849,0.068,/data2/zwh/HarmBench/results_full_50/GCG/phi_3_mini_128k_instruct/test_cases/test_cases_individual_behaviors/advbench_subset_9/logs.json
GCG,phi_3_mini_128k_instruct,10,500.0,48.987,0.098,/data2/zwh/HarmBench/results_full_50/GCG/phi_3_mini_128k_instruct/test_cases/test_cases_individual_behaviors/advbench_subset_10/logs.json
GCG,phi_3_mini_128k_instruct,11,500.0,50.758,0.102,/data2/zwh/HarmBench/results_full_50/GCG/phi_3_mini_128k_instruct/test_cases/test_cases_individual_behaviors/advbench_subset_11/logs.json
GCG,phi_3_mini_128k_instruct,12,500.0,55.094,0.11,/data2/zwh/HarmBench/results_full_50/GCG/phi_3_mini_128k_instruct/test_cases/test_cases_individual_behaviors/advbench_subset_12/logs.json
GCG,phi_3_mini_128k_instruct,13,500.0,49.478,0.099,/data2/zwh/HarmBench/results_full_50/GCG/phi_3_mini_128k_instruct/test_cases/test_cases_individual_behaviors/advbench_subset_13/logs.json
GCG,phi_3_mini_128k_instruct,14,500.0,49.338,0.099,/data2/zwh/HarmBench/results_full_50/GCG/phi_3_mini_128k_instruct/test_cases/test_cases_individual_behaviors/advbench_subset_14/logs.json
GCG,phi_3_mini_128k_instruct,15,500.0,55.137,0.11,/data2/zwh/HarmBench/results_full_50/GCG/phi_3_mini_128k_instruct/test_cases/test_cases_individual_behaviors/advbench_subset_15/logs.json
GCG,phi_3_mini_128k_instruct,16,500.0,54.56,0.109,/data2/zwh/HarmBench/results_full_50/GCG/phi_3_mini_128k_instruct/test_cases/test_cases_individual_behaviors/advbench_subset_16/logs.json
GCG,phi_3_mini_128k_instruct,17,500.0,48.797,0.098,/data2/zwh/HarmBench/results_full_50/GCG/phi_3_mini_128k_instruct/test_cases/test_cases_individual_behaviors/advbench_subset_17/logs.json
GCG,phi_3_mini_128k_instruct,18,500.0,55.435,0.111,/data2/zwh/HarmBench/results_full_50/GCG/phi_3_mini_128k_instruct/test_cases/test_cases_individual_behaviors/advbench_subset_18/logs.json
GCG,phi_3_mini_128k_instruct,19,500.0,46.462,0.093,/data2/zwh/HarmBench/results_full_50/GCG/phi_3_mini_128k_instruct/test_cases/test_cases_individual_behaviors/advbench_subset_19/logs.json
GCG,phi_3_mini_128k_instruct,20,500.0,50.421,0.101,/data2/zwh/HarmBench/results_full_50/GCG/phi_3_mini_128k_instruct/test_cases/test_cases_individual_behaviors/advbench_subset_20/logs.json
GCG,phi_3_mini_128k_instruct,21,500.0,47.747,0.095,/data2/zwh/HarmBench/results_full_50/GCG/phi_3_mini_128k_instruct/test_cases/test_cases_individual_behaviors/advbench_subset_21/logs.json
GCG,phi_3_mini_128k_instruct,22,500.0,50.041,0.1,/data2/zwh/HarmBench/results_full_50/GCG/phi_3_mini_128k_instruct/test_cases/test_cases_individual_behaviors/advbench_subset_22/logs.json
GCG,phi_3_mini_128k_instruct,23,500.0,51.112,0.102,/data2/zwh/HarmBench/results_full_50/GCG/phi_3_mini_128k_instruct/test_cases/test_cases_individual_behaviors/advbench_subset_23/logs.json
GCG,phi_3_mini_128k_instruct,24,500.0,48.907,0.098,/data2/zwh/HarmBench/results_full_50/GCG/phi_3_mini_128k_instruct/test_cases/test_cases_individual_behaviors/advbench_subset_24/logs.json
GCG,phi_3_mini_128k_instruct,25,500.0,44.775,0.09,/data2/zwh/HarmBench/results_full_50/GCG/phi_3_mini_128k_instruct/test_cases/test_cases_individual_behaviors/advbench_subset_25/logs.json
GCG,phi_3_mini_128k_instruct,26,500.0,36.624,0.073,/data2/zwh/HarmBench/results_full_50/GCG/phi_3_mini_128k_instruct/test_cases/test_cases_individual_behaviors/advbench_subset_26/logs.json
GCG,phi_3_mini_128k_instruct,27,500.0,42.113,0.084,/data2/zwh/HarmBench/results_full_50/GCG/phi_3_mini_128k_instruct/test_cases/test_cases_individual_behaviors/advbench_subset_27/logs.json
GCG,phi_3_mini_128k_instruct,28,500.0,37.929,0.076,/data2/zwh/HarmBench/results_full_50/GCG/phi_3_mini_128k_instruct/test_cases/test_cases_individual_behaviors/advbench_subset_28/logs.json
GCG,phi_3_mini_128k_instruct,29,500.0,35.688,0.071,/data2/zwh/HarmBench/results_full_50/GCG/phi_3_mini_128k_instruct/test_cases/test_cases_individual_behaviors/advbench_subset_29/logs.json
GCG,phi_3_mini_128k_instruct,30,500.0,34.524,0.069,/data2/zwh/HarmBench/results_full_50/GCG/phi_3_mini_128k_instruct/test_cases/test_cases_individual_behaviors/advbench_subset_30/logs.json
GCG,phi_3_mini_128k_instruct,31,500.0,47.646,0.095,/data2/zwh/HarmBench/results_full_50/GCG/phi_3_mini_128k_instruct/test_cases/test_cases_individual_behaviors/advbench_subset_31/logs.json
GCG,phi_3_mini_128k_instruct,32,500.0,33.676,0.067,/data2/zwh/HarmBench/results_full_50/GCG/phi_3_mini_128k_instruct/test_cases/test_cases_individual_behaviors/advbench_subset_32/logs.json
GCG,phi_3_mini_128k_instruct,33,500.0,64.111,0.128,/data2/zwh/HarmBench/results_full_50/GCG/phi_3_mini_128k_instruct/test_cases/test_cases_individual_behaviors/advbench_subset_33/logs.json
GCG,phi_3_mini_128k_instruct,34,500.0,34.559,0.069,/data2/zwh/HarmBench/results_full_50/GCG/phi_3_mini_128k_instruct/test_cases/test_cases_individual_behaviors/advbench_subset_34/logs.json
GCG,phi_3_mini_128k_instruct,35,500.0,32.533,0.065,/data2/zwh/HarmBench/results_full_50/GCG/phi_3_mini_128k_instruct/test_cases/test_cases_individual_behaviors/advbench_subset_35/logs.json
GCG,phi_3_mini_128k_instruct,36,500.0,35.082,0.07,/data2/zwh/HarmBench/results_full_50/GCG/phi_3_mini_128k_instruct/test_cases/test_cases_individual_behaviors/advbench_subset_36/logs.json
GCG,phi_3_mini_128k_instruct,37,500.0,34.928,0.07,/data2/zwh/HarmBench/results_full_50/GCG/phi_3_mini_128k_instruct/test_cases/test_cases_individual_behaviors/advbench_subset_37/logs.json
GCG,phi_3_mini_128k_instruct,38,500.0,31.98,0.064,/data2/zwh/HarmBench/results_full_50/GCG/phi_3_mini_128k_instruct/test_cases/test_cases_individual_behaviors/advbench_subset_38/logs.json
GCG,phi_3_mini_128k_instruct,39,500.0,31.398,0.063,/data2/zwh/HarmBench/results_full_50/GCG/phi_3_mini_128k_instruct/test_cases/test_cases_individual_behaviors/advbench_subset_39/logs.json
GCG,phi_3_mini_128k_instruct,40,500.0,35.111,0.07,/data2/zwh/HarmBench/results_full_50/GCG/phi_3_mini_128k_instruct/test_cases/test_cases_individual_behaviors/advbench_subset_40/logs.json
GCG,phi_3_mini_128k_instruct,41,500.0,33.75,0.068,/data2/zwh/HarmBench/results_full_50/GCG/phi_3_mini_128k_instruct/test_cases/test_cases_individual_behaviors/advbench_subset_41/logs.json
GCG,phi_3_mini_128k_instruct,42,500.0,36.993,0.074,/data2/zwh/HarmBench/results_full_50/GCG/phi_3_mini_128k_instruct/test_cases/test_cases_individual_behaviors/advbench_subset_42/logs.json
GCG,phi_3_mini_128k_instruct,43,500.0,37.566,0.075,/data2/zwh/HarmBench/results_full_50/GCG/phi_3_mini_128k_instruct/test_cases/test_cases_individual_behaviors/advbench_subset_43/logs.json
GCG,phi_3_mini_128k_instruct,44,500.0,33.041,0.066,/data2/zwh/HarmBench/results_full_50/GCG/phi_3_mini_128k_instruct/test_cases/test_cases_individual_behaviors/advbench_subset_44/logs.json
GCG,phi_3_mini_128k_instruct,45,500.0,26.498,0.053,/data2/zwh/HarmBench/results_full_50/GCG/phi_3_mini_128k_instruct/test_cases/test_cases_individual_behaviors/advbench_subset_45/logs.json
GCG,phi_3_mini_128k_instruct,46,500.0,85.098,0.17,/data2/zwh/HarmBench/results_full_50/GCG/phi_3_mini_128k_instruct/test_cases/test_cases_individual_behaviors/advbench_subset_46/logs.json
GCG,phi_3_mini_128k_instruct,47,500.0,89.05,0.178,/data2/zwh/HarmBench/results_full_50/GCG/phi_3_mini_128k_instruct/test_cases/test_cases_individual_behaviors/advbench_subset_47/logs.json
GCG,phi_3_mini_128k_instruct,48,500.0,127.143,0.254,/data2/zwh/HarmBench/results_full_50/GCG/phi_3_mini_128k_instruct/test_cases/test_cases_individual_behaviors/advbench_subset_48/logs.json
GCG,phi_3_mini_128k_instruct,49,500.0,493.624,0.987,/data2/zwh/HarmBench/results_full_50/GCG/phi_3_mini_128k_instruct/test_cases/test_cases_individual_behaviors/advbench_subset_49/logs.json
GCG,phi_3_mini_128k_instruct,50,500.0,31.26,0.063,/data2/zwh/HarmBench/results_full_50/GCG/phi_3_mini_128k_instruct/test_cases/test_cases_individual_behaviors/advbench_subset_50/logs.json
GCG,phi_3_5_mini_instruct,1,500.0,-1,-1,/data2/zwh/HarmBench/results_full_50/GCG/phi_3_5_mini_instruct/test_cases/test_cases_individual_behaviors/advbench_subset_1/logs.json
GCG,phi_3_5_mini_instruct,2,500.0,19.249,0.038,/data2/zwh/HarmBench/results_full_50/GCG/phi_3_5_mini_instruct/test_cases/test_cases_individual_behaviors/advbench_subset_2/logs.json
GCG,phi_3_5_mini_instruct,3,500.0,22.04,0.044,/data2/zwh/HarmBench/results_full_50/GCG/phi_3_5_mini_instruct/test_cases/test_cases_individual_behaviors/advbench_subset_3/logs.json
GCG,phi_3_5_mini_instruct,4,500.0,27.093,0.054,/data2/zwh/HarmBench/results_full_50/GCG/phi_3_5_mini_instruct/test_cases/test_cases_individual_behaviors/advbench_subset_4/logs.json
GCG,phi_3_5_mini_instruct,5,500.0,47.248,0.094,/data2/zwh/HarmBench/results_full_50/GCG/phi_3_5_mini_instruct/test_cases/test_cases_individual_behaviors/advbench_subset_5/logs.json
GCG,phi_3_5_mini_instruct,6,500.0,59.077,0.118,/data2/zwh/HarmBench/results_full_50/GCG/phi_3_5_mini_instruct/test_cases/test_cases_individual_behaviors/advbench_subset_6/logs.json
GCG,phi_3_5_mini_instruct,7,500.0,45.108,0.09,/data2/zwh/HarmBench/results_full_50/GCG/phi_3_5_mini_instruct/test_cases/test_cases_individual_behaviors/advbench_subset_7/logs.json
GCG,phi_3_5_mini_instruct,8,500.0,43.208,0.086,/data2/zwh/HarmBench/results_full_50/GCG/phi_3_5_mini_instruct/test_cases/test_cases_individual_behaviors/advbench_subset_8/logs.json
GCG,phi_3_5_mini_instruct,9,500.0,36.813,0.074,/data2/zwh/HarmBench/results_full_50/GCG/phi_3_5_mini_instruct/test_cases/test_cases_individual_behaviors/advbench_subset_9/logs.json
GCG,phi_3_5_mini_instruct,10,500.0,41.295,0.083,/data2/zwh/HarmBench/results_full_50/GCG/phi_3_5_mini_instruct/test_cases/test_cases_individual_behaviors/advbench_subset_10/logs.json
GCG,phi_3_5_mini_instruct,11,500.0,54.672,0.109,/data2/zwh/HarmBench/results_full_50/GCG/phi_3_5_mini_instruct/test_cases/test_cases_individual_behaviors/advbench_subset_11/logs.json
GCG,phi_3_5_mini_instruct,12,500.0,51.882,0.104,/data2/zwh/HarmBench/results_full_50/GCG/phi_3_5_mini_instruct/test_cases/test_cases_individual_behaviors/advbench_subset_12/logs.json
GCG,phi_3_5_mini_instruct,13,500.0,55.23,0.11,/data2/zwh/HarmBench/results_full_50/GCG/phi_3_5_mini_instruct/test_cases/test_cases_individual_behaviors/advbench_subset_13/logs.json
GCG,phi_3_5_mini_instruct,14,351.0,70.082,0.2,/data2/zwh/HarmBench/results_full_50/GCG/phi_3_5_mini_instruct/test_cases/test_cases_individual_behaviors/advbench_subset_14/logs.json
GCG,phi_3_5_mini_instruct,15,500.0,64.246,0.128,/data2/zwh/HarmBench/results_full_50/GCG/phi_3_5_mini_instruct/test_cases/test_cases_individual_behaviors/advbench_subset_15/logs.json
GCG,phi_3_5_mini_instruct,16,500.0,76.213,0.152,/data2/zwh/HarmBench/results_full_50/GCG/phi_3_5_mini_instruct/test_cases/test_cases_individual_behaviors/advbench_subset_16/logs.json
GCG,phi_3_5_mini_instruct,17,251.0,29.307,0.117,/data2/zwh/HarmBench/results_full_50/GCG/phi_3_5_mini_instruct/test_cases/test_cases_individual_behaviors/advbench_subset_17/logs.json
GCG,phi_3_5_mini_instruct,18,500.0,71.56,0.143,/data2/zwh/HarmBench/results_full_50/GCG/phi_3_5_mini_instruct/test_cases/test_cases_individual_behaviors/advbench_subset_18/logs.json
GCG,phi_3_5_mini_instruct,19,500.0,56.759,0.114,/data2/zwh/HarmBench/results_full_50/GCG/phi_3_5_mini_instruct/test_cases/test_cases_individual_behaviors/advbench_subset_19/logs.json
GCG,phi_3_5_mini_instruct,20,500.0,62.812,0.126,/data2/zwh/HarmBench/results_full_50/GCG/phi_3_5_mini_instruct/test_cases/test_cases_individual_behaviors/advbench_subset_20/logs.json
GCG,phi_3_5_mini_instruct,21,500.0,52.337,0.105,/data2/zwh/HarmBench/results_full_50/GCG/phi_3_5_mini_instruct/test_cases/test_cases_individual_behaviors/advbench_subset_21/logs.json
GCG,phi_3_5_mini_instruct,22,500.0,49.827,0.1,/data2/zwh/HarmBench/results_full_50/GCG/phi_3_5_mini_instruct/test_cases/test_cases_individual_behaviors/advbench_subset_22/logs.json
GCG,phi_3_5_mini_instruct,23,351.0,44.251,0.126,/data2/zwh/HarmBench/results_full_50/GCG/phi_3_5_mini_instruct/test_cases/test_cases_individual_behaviors/advbench_subset_23/logs.json
GCG,phi_3_5_mini_instruct,24,500.0,59.166,0.118,/data2/zwh/HarmBench/results_full_50/GCG/phi_3_5_mini_instruct/test_cases/test_cases_individual_behaviors/advbench_subset_24/logs.json
GCG,phi_3_5_mini_instruct,25,500.0,61.391,0.123,/data2/zwh/HarmBench/results_full_50/GCG/phi_3_5_mini_instruct/test_cases/test_cases_individual_behaviors/advbench_subset_25/logs.json
GCG,phi_3_5_mini_instruct,26,500.0,57.017,0.114,/data2/zwh/HarmBench/results_full_50/GCG/phi_3_5_mini_instruct/test_cases/test_cases_individual_behaviors/advbench_subset_26/logs.json
GCG,phi_3_5_mini_instruct,27,500.0,99.503,0.199,/data2/zwh/HarmBench/results_full_50/GCG/phi_3_5_mini_instruct/test_cases/test_cases_individual_behaviors/advbench_subset_27/logs.json
GCG,phi_3_5_mini_instruct,28,500.0,71.833,0.144,/data2/zwh/HarmBench/results_full_50/GCG/phi_3_5_mini_instruct/test_cases/test_cases_individual_behaviors/advbench_subset_28/logs.json
GCG,phi_3_5_mini_instruct,29,500.0,126.842,0.254,/data2/zwh/HarmBench/results_full_50/GCG/phi_3_5_mini_instruct/test_cases/test_cases_individual_behaviors/advbench_subset_29/logs.json
GCG,phi_3_5_mini_instruct,30,500.0,21.967,0.044,/data2/zwh/HarmBench/results_full_50/GCG/phi_3_5_mini_instruct/test_cases/test_cases_individual_behaviors/advbench_subset_30/logs.json
GCG,phi_3_5_mini_instruct,31,500.0,24.141,0.048,/data2/zwh/HarmBench/results_full_50/GCG/phi_3_5_mini_instruct/test_cases/test_cases_individual_behaviors/advbench_subset_31/logs.json
GCG,phi_3_5_mini_instruct,32,500.0,20.887,0.042,/data2/zwh/HarmBench/results_full_50/GCG/phi_3_5_mini_instruct/test_cases/test_cases_individual_behaviors/advbench_subset_32/logs.json
GCG,phi_3_5_mini_instruct,33,251.0,12.793,0.051,/data2/zwh/HarmBench/results_full_50/GCG/phi_3_5_mini_instruct/test_cases/test_cases_individual_behaviors/advbench_subset_33/logs.json
GCG,phi_3_5_mini_instruct,34,401.0,18.887,0.047,/data2/zwh/HarmBench/results_full_50/GCG/phi_3_5_mini_instruct/test_cases/test_cases_individual_behaviors/advbench_subset_34/logs.json
GCG,phi_3_5_mini_instruct,35,500.0,22.008,0.044,/data2/zwh/HarmBench/results_full_50/GCG/phi_3_5_mini_instruct/test_cases/test_cases_individual_behaviors/advbench_subset_35/logs.json
GCG,phi_3_5_mini_instruct,36,500.0,24.006,0.048,/data2/zwh/HarmBench/results_full_50/GCG/phi_3_5_mini_instruct/test_cases/test_cases_individual_behaviors/advbench_subset_36/logs.json
GCG,phi_3_5_mini_instruct,37,500.0,22.504,0.045,/data2/zwh/HarmBench/results_full_50/GCG/phi_3_5_mini_instruct/test_cases/test_cases_individual_behaviors/advbench_subset_37/logs.json
GCG,phi_3_5_mini_instruct,38,500.0,22.542,0.045,/data2/zwh/HarmBench/results_full_50/GCG/phi_3_5_mini_instruct/test_cases/test_cases_individual_behaviors/advbench_subset_38/logs.json
GCG,phi_3_5_mini_instruct,39,500.0,22.721,0.045,/data2/zwh/HarmBench/results_full_50/GCG/phi_3_5_mini_instruct/test_cases/test_cases_individual_behaviors/advbench_subset_39/logs.json
GCG,phi_3_5_mini_instruct,40,500.0,23.558,0.047,/data2/zwh/HarmBench/results_full_50/GCG/phi_3_5_mini_instruct/test_cases/test_cases_individual_behaviors/advbench_subset_40/logs.json
GCG,phi_3_5_mini_instruct,41,500.0,25.942,0.052,/data2/zwh/HarmBench/results_full_50/GCG/phi_3_5_mini_instruct/test_cases/test_cases_individual_behaviors/advbench_subset_41/logs.json
GCG,phi_3_5_mini_instruct,42,500.0,36.366,0.073,/data2/zwh/HarmBench/results_full_50/GCG/phi_3_5_mini_instruct/test_cases/test_cases_individual_behaviors/advbench_subset_42/logs.json
GCG,phi_3_5_mini_instruct,43,500.0,27.906,0.056,/data2/zwh/HarmBench/results_full_50/GCG/phi_3_5_mini_instruct/test_cases/test_cases_individual_behaviors/advbench_subset_43/logs.json
GCG,phi_3_5_mini_instruct,44,500.0,31.847,0.064,/data2/zwh/HarmBench/results_full_50/GCG/phi_3_5_mini_instruct/test_cases/test_cases_individual_behaviors/advbench_subset_44/logs.json
GCG,phi_3_5_mini_instruct,45,500.0,20.698,0.041,/data2/zwh/HarmBench/results_full_50/GCG/phi_3_5_mini_instruct/test_cases/test_cases_individual_behaviors/advbench_subset_45/logs.json
GCG,phi_3_5_mini_instruct,46,500.0,26.849,0.054,/data2/zwh/HarmBench/results_full_50/GCG/phi_3_5_mini_instruct/test_cases/test_cases_individual_behaviors/advbench_subset_46/logs.json
GCG,phi_3_5_mini_instruct,47,500.0,25.801,0.052,/data2/zwh/HarmBench/results_full_50/GCG/phi_3_5_mini_instruct/test_cases/test_cases_individual_behaviors/advbench_subset_47/logs.json
GCG,phi_3_5_mini_instruct,48,500.0,23.727,0.047,/data2/zwh/HarmBench/results_full_50/GCG/phi_3_5_mini_instruct/test_cases/test_cases_individual_behaviors/advbench_subset_48/logs.json
GCG,phi_3_5_mini_instruct,49,500.0,27.261,0.055,/data2/zwh/HarmBench/results_full_50/GCG/phi_3_5_mini_instruct/test_cases/test_cases_individual_behaviors/advbench_subset_49/logs.json
GCG,phi_3_5_mini_instruct,50,500.0,23.063,0.046,/data2/zwh/HarmBench/results_full_50/GCG/phi_3_5_mini_instruct/test_cases/test_cases_individual_behaviors/advbench_subset_50/logs.json
GCG,stablelm-2-zephyr-1_6b,1,51.0,-1,-1,/data2/zwh/HarmBench/results_full_50/GCG/stablelm-2-zephyr-1_6b/test_cases/test_cases_individual_behaviors/advbench_subset_1/logs.json
GCG,stablelm-2-zephyr-1_6b,2,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/GCG/stablelm-2-zephyr-1_6b/test_cases/test_cases_individual_behaviors/advbench_subset_2/logs.json
GCG,stablelm-2-zephyr-1_6b,3,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/GCG/stablelm-2-zephyr-1_6b/test_cases/test_cases_individual_behaviors/advbench_subset_3/logs.json
GCG,stablelm-2-zephyr-1_6b,4,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/GCG/stablelm-2-zephyr-1_6b/test_cases/test_cases_individual_behaviors/advbench_subset_4/logs.json
GCG,stablelm-2-zephyr-1_6b,5,51.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/GCG/stablelm-2-zephyr-1_6b/test_cases/test_cases_individual_behaviors/advbench_subset_5/logs.json
GCG,stablelm-2-zephyr-1_6b,6,51.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/GCG/stablelm-2-zephyr-1_6b/test_cases/test_cases_individual_behaviors/advbench_subset_6/logs.json
GCG,stablelm-2-zephyr-1_6b,7,401.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/GCG/stablelm-2-zephyr-1_6b/test_cases/test_cases_individual_behaviors/advbench_subset_7/logs.json
GCG,stablelm-2-zephyr-1_6b,8,301.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/GCG/stablelm-2-zephyr-1_6b/test_cases/test_cases_individual_behaviors/advbench_subset_8/logs.json
GCG,stablelm-2-zephyr-1_6b,9,301.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/GCG/stablelm-2-zephyr-1_6b/test_cases/test_cases_individual_behaviors/advbench_subset_9/logs.json
GCG,stablelm-2-zephyr-1_6b,10,351.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/GCG/stablelm-2-zephyr-1_6b/test_cases/test_cases_individual_behaviors/advbench_subset_10/logs.json
GCG,stablelm-2-zephyr-1_6b,11,151.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/GCG/stablelm-2-zephyr-1_6b/test_cases/test_cases_individual_behaviors/advbench_subset_11/logs.json
GCG,stablelm-2-zephyr-1_6b,12,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/GCG/stablelm-2-zephyr-1_6b/test_cases/test_cases_individual_behaviors/advbench_subset_12/logs.json
GCG,stablelm-2-zephyr-1_6b,13,500.0,0.001,0.0,/data2/zwh/HarmBench/results_full_50/GCG/stablelm-2-zephyr-1_6b/test_cases/test_cases_individual_behaviors/advbench_subset_13/logs.json
GCG,stablelm-2-zephyr-1_6b,14,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/GCG/stablelm-2-zephyr-1_6b/test_cases/test_cases_individual_behaviors/advbench_subset_14/logs.json
GCG,stablelm-2-zephyr-1_6b,15,301.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/GCG/stablelm-2-zephyr-1_6b/test_cases/test_cases_individual_behaviors/advbench_subset_15/logs.json
GCG,stablelm-2-zephyr-1_6b,16,251.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/GCG/stablelm-2-zephyr-1_6b/test_cases/test_cases_individual_behaviors/advbench_subset_16/logs.json
GCG,stablelm-2-zephyr-1_6b,17,151.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/GCG/stablelm-2-zephyr-1_6b/test_cases/test_cases_individual_behaviors/advbench_subset_17/logs.json
GCG,stablelm-2-zephyr-1_6b,18,51.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/GCG/stablelm-2-zephyr-1_6b/test_cases/test_cases_individual_behaviors/advbench_subset_18/logs.json
